"No.","Time","Source","Destination","Protocol","Signal","Delta time","Information","Source manufacturer","Source model","Source type","Wlan SSID","Data rate Mbit/sec","Device name","Device type","New Column"
"8054","16:09:53.000534","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001674","Probe Response","","","","Emikroszkop","1","","",""
"8055","16:09:53.002140","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001606","Probe Response","","","","Emikroszkop","1","","",""
"8056","16:09:53.003837","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001697","Probe Response","","","","Emikroszkop","1","","",""
"8057","16:09:53.005438","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001601","Probe Response","","","","Emikroszkop","1","","",""
"8058","16:09:53.007049","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001611","Probe Response","","","","Emikroszkop","1","","",""
"8059","16:09:53.008683","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001634","Probe Response","","","","Emikroszkop","1","","",""
"8060","16:09:53.010304","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001621","Probe Response","","","","Emikroszkop","1","","",""
"8061","16:09:53.011917","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001613","Probe Response","","","","Emikroszkop","1","","",""
"8062","16:09:53.013611","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001694","Probe Response","","","","Emikroszkop","1","","",""
"8063","16:09:53.015261","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001650","Probe Response","","","","Emikroszkop","1","","",""
"8064","16:09:53.016942","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001681","Probe Response","","","","Emikroszkop","1","","",""
"8065","16:09:53.018611","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001669","Probe Response","","","","Emikroszkop","1","","",""
"8066","16:09:53.020285","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001674","Probe Response","","","","Emikroszkop","1","","",""
"8067","16:09:53.346265","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.325980","Probe Response","","","","Emikroszkop","1","","",""
"8068","16:09:53.347895","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001630","Probe Response","","","","Emikroszkop","1","","",""
"8069","16:09:53.349567","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001672","Probe Response","","","","Emikroszkop","1","","",""
"8070","16:09:53.351237","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001670","Probe Response","","","","Emikroszkop","1","","",""
"8071","16:09:53.352877","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001640","Probe Response","","","","Emikroszkop","1","","",""
"8072","16:09:53.354487","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001610","Probe Response","","","","Emikroszkop","1","","",""
"8073","16:09:53.356131","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001644","Probe Response","","","","Emikroszkop","1","","",""
"8074","16:09:53.357777","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001646","Probe Response","","","","Emikroszkop","1","","",""
"8075","16:09:53.359447","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001670","Probe Response","","","","Emikroszkop","1","","",""
"8076","16:09:53.361127","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001680","Probe Response","","","","Emikroszkop","1","","",""
"8077","16:09:53.436455","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.075328","Probe Response","","","","Emikroszkop","1","","",""
"8078","16:09:53.438048","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001593","Probe Response","","","","Emikroszkop","1","","",""
"8079","16:09:53.440535","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.002487","Probe Response","","","","Emikroszkop","1","","",""
"8080","16:09:53.442153","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001618","Probe Response","","","","Emikroszkop","1","","",""
"8081","16:09:53.443768","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001615","Probe Response","","","","Emikroszkop","1","","",""
"8082","16:09:53.445416","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001648","Probe Response","","","","Emikroszkop","1","","",""
"8083","16:09:53.447039","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001623","Probe Response","","","","Emikroszkop","1","","",""
"8084","16:09:53.449367","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.002328","Probe Response","","","","Emikroszkop","1","","",""
"8085","16:09:53.451299","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001932","Probe Response","","","","Emikroszkop","1","","",""
"8086","16:09:53.452969","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001670","Probe Response","","","","Emikroszkop","1","","",""
"8087","16:09:53.455253","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.002284","Probe Response","","","","Emikroszkop","1","","",""
"8088","16:09:53.456552","60:d8:19:ce:b1:bd","ff:ff:ff:ff:ff:ff","802.11","-69 dBm","0.001299","Probe Request","","","","Emikroszkop","1","","",""
"8089","16:09:53.457459","60:d8:19:ce:b1:bd","ff:ff:ff:ff:ff:ff","802.11","-71 dBm","0.000907","Probe Request","","","","Emikroszkop","1","","",""
"8090","16:09:53.459040","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001581","Probe Response","","","","Emikroszkop","1","","",""
"8091","16:09:53.460960","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001920","Probe Response","","","","Emikroszkop","1","","",""
"8092","16:09:53.678465","60:d8:19:ce:b1:bd","ff:ff:ff:ff:ff:ff","802.11","-71 dBm","0.217505","Probe Request","","","","Emikroszkop","1","","",""
"8093","16:09:53.679387","60:d8:19:ce:b1:bd","ff:ff:ff:ff:ff:ff","802.11","-71 dBm","0.000922","Probe Request","","","","Emikroszkop","1","","",""
"8094","16:09:53.680958","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001571","Probe Response","","","","Emikroszkop","1","","",""
"8095","16:09:53.682617","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001659","Probe Response","","","","Emikroszkop","1","","",""
"8096","16:09:53.684271","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001654","Probe Response","","","","Emikroszkop","1","","",""
"8097","16:09:53.685863","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001592","Probe Response","","","","Emikroszkop","1","","",""
"8098","16:09:53.687460","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001597","Probe Response","","","","Emikroszkop","1","","",""
"8099","16:09:53.690715","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.003255","Probe Response","","","","Emikroszkop","1","","",""
"8100","16:09:53.692336","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001621","Probe Response","","","","Emikroszkop","1","","",""
"8101","16:09:53.693990","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001654","Probe Response","","","","Emikroszkop","1","","",""
"8102","16:09:53.695584","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001594","Probe Response","","","","Emikroszkop","1","","",""
"8103","16:09:53.697749","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.002165","Probe Response","","","","Emikroszkop","1","","",""
"8104","16:09:53.699411","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001662","Probe Response","","","","Emikroszkop","1","","",""
"8105","16:09:53.701088","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001677","Probe Response","","","","Emikroszkop","1","","",""
"8106","16:09:53.702735","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001647","Probe Response","","","","Emikroszkop","1","","",""
"8107","16:09:53.705929","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.003194","Probe Response","","","","Emikroszkop","1","","",""
"8108","16:09:53.707577","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001648","Probe Response","","","","Emikroszkop","1","","",""
"8109","16:09:53.709246","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001669","Probe Response","","","","Emikroszkop","1","","",""
"8110","16:09:53.710923","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001677","Probe Response","","","","Emikroszkop","1","","",""
"8111","16:09:53.712589","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001666","Probe Response","","","","Emikroszkop","1","","",""
"8112","16:09:53.714212","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001623","Probe Response","","","","Emikroszkop","1","","",""
"8113","16:09:53.879121","60:d8:19:ce:b1:bd","ff:ff:ff:ff:ff:ff","802.11","-69 dBm","0.164909","Probe Request","","","","Emikroszkop","1","","",""
"8114","16:09:53.880016","60:d8:19:ce:b1:bd","ff:ff:ff:ff:ff:ff","802.11","-69 dBm","0.000895","Probe Request","","","","Emikroszkop","1","","",""
"8115","16:09:53.881567","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001551","Probe Response","","","","Emikroszkop","1","","",""
"8116","16:09:53.883208","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001641","Probe Response","","","","Emikroszkop","1","","",""
"8117","16:09:53.884818","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001610","Probe Response","","","","Emikroszkop","1","","",""
"8118","16:09:53.886487","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001669","Probe Response","","","","Emikroszkop","1","","",""
"8119","16:09:53.888112","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001625","Probe Response","","","","Emikroszkop","1","","",""
"8120","16:09:53.889777","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001665","Probe Response","","","","Emikroszkop","1","","",""
"8121","16:09:53.891449","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001672","Probe Response","","","","Emikroszkop","1","","",""
"8122","16:09:53.893071","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001622","Probe Response","","","","Emikroszkop","1","","",""
"8123","16:09:53.894696","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001625","Probe Response","","","","Emikroszkop","1","","",""
"8124","16:09:53.896364","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001668","Probe Response","","","","Emikroszkop","1","","",""
"8125","16:09:53.897982","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001618","Probe Response","","","","Emikroszkop","1","","",""
"8126","16:09:53.899653","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001671","Probe Response","","","","Emikroszkop","1","","",""
"8127","16:09:53.901300","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001647","Probe Response","","","","Emikroszkop","1","","",""
"8128","16:09:53.902988","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001688","Probe Response","","","","Emikroszkop","1","","",""
"8129","16:09:53.906335","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.003347","Probe Response","","","","Emikroszkop","1","","",""
"8130","16:09:53.908006","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001671","Probe Response","","","","Emikroszkop","1","","",""
"8131","16:09:53.911278","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-81 dBm","0.003272","Probe Response","","","","Emikroszkop","1","","",""
"8132","16:09:53.912971","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-81 dBm","0.001693","Probe Response","","","","Emikroszkop","1","","",""
"8133","16:09:53.914595","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001624","Probe Response","","","","Emikroszkop","1","","",""
"8134","16:09:54.080017","60:d8:19:ce:b1:bd","ff:ff:ff:ff:ff:ff","802.11","-71 dBm","0.165422","Probe Request","","","","Emikroszkop","1","","",""
"8135","16:09:54.080929","60:d8:19:ce:b1:bd","ff:ff:ff:ff:ff:ff","802.11","-69 dBm","0.000912","Probe Request","","","","Emikroszkop","1","","",""
"8136","16:09:54.082470","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001541","Probe Response","","","","Emikroszkop","1","","",""
"8137","16:09:54.084115","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-81 dBm","0.001645","Probe Response","","","","Emikroszkop","1","","",""
"8138","16:09:54.085716","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001601","Probe Response","","","","Emikroszkop","1","","",""
"8139","16:09:54.087333","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001617","Probe Response","","","","Emikroszkop","1","","",""
"8140","16:09:54.088951","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001618","Probe Response","","","","Emikroszkop","1","","",""
"8141","16:09:54.090611","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001660","Probe Response","","","","Emikroszkop","1","","",""
"8142","16:09:54.093880","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.003269","Probe Response","","","","Emikroszkop","1","","",""
"8143","16:09:54.095525","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001645","Probe Response","","","","Emikroszkop","1","","",""
"8144","16:09:54.097211","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001686","Probe Response","","","","Emikroszkop","1","","",""
"8145","16:09:54.098837","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001626","Probe Response","","","","Emikroszkop","1","","",""
"8146","16:09:54.100489","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001652","Probe Response","","","","Emikroszkop","1","","",""
"8147","16:09:54.102137","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001648","Probe Response","","","","Emikroszkop","1","","",""
"8148","16:09:54.103800","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001663","Probe Response","","","","Emikroszkop","1","","",""
"8149","16:09:54.105396","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001596","Probe Response","","","","Emikroszkop","1","","",""
"8150","16:09:54.107038","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001642","Probe Response","","","","Emikroszkop","1","","",""
"8151","16:09:54.108645","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001607","Probe Response","","","","Emikroszkop","1","","",""
"8152","16:09:54.115441","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.006796","Probe Response","","","","Emikroszkop","1","","",""
"8153","16:09:54.363405","d4:28:d5:c7:2f:01","ff:ff:ff:ff:ff:ff","802.11","-47 dBm","0.247964","Probe Request","TCL","Orange-Rise52","Telephone","","6","Orange-Rise52","Smartphone - dual mode",""
"8154","16:09:54.363810","d4:28:d5:c7:2f:01","ff:ff:ff:ff:ff:ff","802.11","-47 dBm","0.000405","Probe Request","TCL","Orange-Rise52","Telephone","","6","Orange-Rise52","Smartphone - dual mode",""
"8155","16:09:54.365490","b0:48:7a:e7:fe:3e","d4:28:d5:c7:2f:01","802.11","-77 dBm","0.001680","Probe Response","","","","Emikroszkop","1","","",""
"8156","16:09:54.369055","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-89 dBm","0.003565","Probe Response","","","","Pince2","1","","",""
"8157","16:09:54.370701","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-91 dBm","0.001646","Probe Response","","","","Pince2","1","","",""
"8158","16:09:58.696986","b8:27:eb:10:4c:b1","ff:ff:ff:ff:ff:ff","802.11","-93 dBm","4.326285","Probe Request","","","","","1","","",""
"8159","16:09:58.698868","18:a6:f7:c5:62:80","b8:27:eb:10:4c:b1","802.11","-89 dBm","0.001882","Probe Response","","","","Pince2","1","","",""
"8160","16:09:58.700302","18:a6:f7:c5:62:80","b8:27:eb:10:4c:b1","802.11","-91 dBm","0.001434","Probe Response","","","","Pince2","1","","",""
"8161","16:09:58.701614","18:a6:f7:c5:62:80","b8:27:eb:10:4c:b1","802.11","-91 dBm","0.001312","Probe Response","","","","Pince2","1","","",""
"8162","16:09:58.702969","18:a6:f7:c5:62:80","b8:27:eb:10:4c:b1","802.11","-89 dBm","0.001355","Probe Response","","","","Pince2","1","","",""
"8163","16:09:58.718394","18:a6:f7:c5:62:80","b8:27:eb:10:4c:b1","802.11","-93 dBm","0.015425","Probe Response","","","","Pince2","1","","",""
"8164","16:09:58.719778","18:a6:f7:c5:62:80","b8:27:eb:10:4c:b1","802.11","-91 dBm","0.001384","Probe Response","","","","Pince2","1","","",""
"8165","16:09:58.723955","18:a6:f7:c5:62:80","b8:27:eb:10:4c:b1","802.11","-93 dBm","0.004177","Probe Response","","","","Pince2","1","","",""
"8166","16:10:14.009298","da:a1:19:4b:2e:43","ff:ff:ff:ff:ff:ff","802.11","-79 dBm","15.285343","Probe Request","","","","Internet","1","","",""
"8167","16:10:14.012034","b0:48:7a:e7:fe:3e","da:a1:19:4b:2e:43","802.11","-77 dBm","0.002736","Probe Response","","","","Emikroszkop","1","","",""
"8168","16:10:14.028285","da:a1:19:4b:2e:43","ff:ff:ff:ff:ff:ff","802.11","-81 dBm","0.016251","Probe Request","","","","Internet","1","","",""
"8169","16:10:14.030967","b0:48:7a:e7:fe:3e","da:a1:19:4b:2e:43","802.11","-79 dBm","0.002682","Probe Response","","","","Emikroszkop","1","","",""
"8170","16:10:14.075736","18:a6:f7:c5:62:80","da:a1:19:4b:2e:43","802.11","-93 dBm","0.044769","Probe Response","","","","Pince2","1","","",""
"8171","16:10:14.077133","18:a6:f7:c5:62:80","da:a1:19:4b:2e:43","802.11","-91 dBm","0.001397","Probe Response","","","","Pince2","1","","",""
"8172","16:10:14.078526","18:a6:f7:c5:62:80","da:a1:19:4b:2e:43","802.11","-89 dBm","0.001393","Probe Response","","","","Pince2","1","","",""
"8173","16:10:14.079860","18:a6:f7:c5:62:80","da:a1:19:4b:2e:43","802.11","-93 dBm","0.001334","Probe Response","","","","Pince2","1","","",""
"8174","16:10:14.096514","18:a6:f7:c5:62:80","da:a1:19:4b:2e:43","802.11","-89 dBm","0.016654","Probe Response","","","","Pince2","1","","",""
"8175","16:10:14.097898","18:a6:f7:c5:62:80","da:a1:19:4b:2e:43","802.11","-91 dBm","0.001384","Probe Response","","","","Pince2","1","","",""
"8176","16:10:14.099195","18:a6:f7:c5:62:80","da:a1:19:4b:2e:43","802.11","-91 dBm","0.001297","Probe Response","","","","Pince2","1","","",""
"8177","16:10:14.101258","18:a6:f7:c5:62:80","da:a1:19:4b:2e:43","802.11","-91 dBm","0.002063","Probe Response","","","","Pince2","1","","",""
"8178","16:10:14.115689","18:a6:f7:c5:62:80","da:a1:19:4b:2e:43","802.11","-91 dBm","0.014431","Probe Response","","","","Pince2","1","","",""
"8179","16:10:14.117051","18:a6:f7:c5:62:80","da:a1:19:4b:2e:43","802.11","-89 dBm","0.001362","Probe Response","","","","Pince2","1","","",""
"8180","16:10:14.118420","18:a6:f7:c5:62:80","da:a1:19:4b:2e:43","802.11","-91 dBm","0.001369","Probe Response","","","","Pince2","1","","",""
"8181","16:10:14.119860","18:a6:f7:c5:62:80","da:a1:19:4b:2e:43","802.11","-91 dBm","0.001440","Probe Response","","","","Pince2","1","","",""
"8182","16:10:14.552955","7c:2e:dd:44:f7:1e","ff:ff:ff:ff:ff:ff","802.11","-75 dBm","0.433095","Probe Request","","","","hguvh","1","","",""
"8183","16:10:14.563166","7c:2e:dd:44:f7:1e","ff:ff:ff:ff:ff:ff","802.11","-75 dBm","0.010211","Probe Request","","","","","1","","",""
"8184","16:10:14.565278","b0:48:7a:e7:fe:3e","7c:2e:dd:44:f7:1e","802.11","-77 dBm","0.002112","Probe Response","","","","Emikroszkop","1","","",""
"8185","16:10:14.566880","18:a6:f7:c5:62:80","7c:2e:dd:44:f7:1e","802.11","-91 dBm","0.001602","Probe Response","","","","Pince2","1","","",""
"8186","16:10:14.583445","7c:2e:dd:44:f7:1e","ff:ff:ff:ff:ff:ff","802.11","-75 dBm","0.016565","Probe Request","","","","hguvh","1","","",""
"8187","16:10:14.595094","7c:2e:dd:44:f7:1e","ff:ff:ff:ff:ff:ff","802.11","-75 dBm","0.011649","Probe Request","","","","","1","","",""
"8188","16:10:14.597185","b0:48:7a:e7:fe:3e","7c:2e:dd:44:f7:1e","802.11","-79 dBm","0.002091","Probe Response","","","","Emikroszkop","1","","",""
"8189","16:10:14.598789","18:a6:f7:c5:62:80","7c:2e:dd:44:f7:1e","802.11","-89 dBm","0.001604","Probe Response","","","","Pince2","1","","",""
"8190","16:10:14.626896","18:a6:f7:c5:62:80","7c:2e:dd:44:f7:1e","802.11","-91 dBm","0.028107","Probe Response","","","","Pince2","1","","",""
"8191","16:10:14.691486","18:a6:f7:c5:62:80","7c:2e:dd:44:f7:1e","802.11","-91 dBm","0.064590","Probe Response","","","","Pince2","1","","",""
"8192","16:10:14.692903","18:a6:f7:c5:62:80","7c:2e:dd:44:f7:1e","802.11","-89 dBm","0.001417","Probe Response","","","","Pince2","1","","",""
"8193","16:10:14.722019","18:a6:f7:c5:62:80","7c:2e:dd:44:f7:1e","802.11","-91 dBm","0.029116","Probe Response","","","","Pince2","1","","",""
"8194","16:10:14.723362","18:a6:f7:c5:62:80","7c:2e:dd:44:f7:1e","802.11","-89 dBm","0.001343","Probe Response","","","","Pince2","1","","",""
"8195","16:10:15.377146","d4:28:d5:c7:2f:01","ff:ff:ff:ff:ff:ff","802.11","-47 dBm","0.653784","Probe Request","TCL","Orange-Rise52","Telephone","","6","Orange-Rise52","Smartphone - dual mode",""
"8196","16:10:15.377584","d4:28:d5:c7:2f:01","ff:ff:ff:ff:ff:ff","802.11","-47 dBm","0.000438","Probe Request","TCL","Orange-Rise52","Telephone","","6","Orange-Rise52","Smartphone - dual mode",""
"8197","16:10:15.379242","b0:48:7a:e7:fe:3e","d4:28:d5:c7:2f:01","802.11","-77 dBm","0.001658","Probe Response","","","","Emikroszkop","1","","",""
"8198","16:10:15.381139","b0:48:7a:e7:fe:3e","d4:28:d5:c7:2f:01","802.11","-79 dBm","0.001897","Probe Response","","","","Emikroszkop","1","","",""
"8199","16:10:15.382838","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-91 dBm","0.001699","Probe Response","","","","Pince2","1","","",""
"8200","16:10:15.384471","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-91 dBm","0.001633","Probe Response","","","","Pince2","1","","",""
"8201","16:10:16.531863","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","1.147392","Probe Response","","","","Emikroszkop","1","","",""
"8202","16:10:16.533458","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-81 dBm","0.001595","Probe Response","","","","Emikroszkop","1","","",""
"8203","16:10:16.535129","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001671","Probe Response","","","","Emikroszkop","1","","",""
"8204","16:10:16.536804","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001675","Probe Response","","","","Emikroszkop","1","","",""
"8205","16:10:16.538395","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001591","Probe Response","","","","Emikroszkop","1","","",""
"8206","16:10:16.541610","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.003215","Probe Response","","","","Emikroszkop","1","","",""
"8207","16:10:16.543213","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-81 dBm","0.001603","Probe Response","","","","Emikroszkop","1","","",""
"8208","16:10:16.544888","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001675","Probe Response","","","","Emikroszkop","1","","",""
"8209","16:10:16.546518","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001630","Probe Response","","","","Emikroszkop","1","","",""
"8210","16:10:16.548141","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001623","Probe Response","","","","Emikroszkop","1","","",""
"8211","16:10:16.619318","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.071177","Probe Response","","","","Emikroszkop","1","","",""
"8212","16:10:16.620959","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001641","Probe Response","","","","Emikroszkop","1","","",""
"8213","16:10:16.623291","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.002332","Probe Response","","","","Emikroszkop","1","","",""
"8214","16:10:16.659166","60:d8:19:ce:b1:bd","ff:ff:ff:ff:ff:ff","802.11","-69 dBm","0.035875","Probe Request","","","","","1","","",""
"8215","16:10:16.660163","60:d8:19:ce:b1:bd","ff:ff:ff:ff:ff:ff","802.11","-71 dBm","0.000997","Probe Request","","","","Emikroszkop","1","","",""
"8216","16:10:16.661748","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-77 dBm","0.001585","Probe Response","","","","Emikroszkop","1","","",""
"8217","16:10:16.663704","b0:48:7a:e7:fe:3e","60:d8:19:ce:b1:bd","802.11","-79 dBm","0.001956","Probe Response","","","","Emikroszkop","1","","",""
