"No.","Time","Source","Destination","Protocol","Signal","Delta time","Information","Source manufacturer","Source model","Source type","Wlan SSID","Data rate Mbit/sec","Device name","Device type"
"9665","23:04:34.054909","04:56:04:bd:cb:fe","ff:ff:ff:ff:ff:ff","802.11","-75 dBm","0.356291","Probe Request","ALLVIEW","P9_Energy_mini","Telephone","","1","P9_Energy_mini","Smartphone - dual mode"
"9666","23:04:34.056913","04:56:04:bd:cb:fe","ff:ff:ff:ff:ff:ff","802.11","-65 dBm","0.002004","Probe Request","ALLVIEW","P9_Energy_mini","Telephone","","1","P9_Energy_mini","Smartphone - dual mode"
"9667","23:04:34.736992","00:15:fa:d8:bb:00","10:92:66:9c:89:11","802.11","-77 dBm","0.680079","Probe Response","","","","Internet","1","",""
"9668","23:04:34.797043","00:15:fa:d8:bb:00","10:92:66:9c:89:11","802.11","-79 dBm","0.060051","Probe Response","","","","Internet","1","",""
"9669","23:04:39.539613","00:15:fa:d8:bb:00","b8:27:eb:10:4c:b1","802.11","-77 dBm","4.742570","Probe Response","","","","Internet","1","",""
"9670","23:04:55.013649","04:56:04:bd:cb:fe","ff:ff:ff:ff:ff:ff","802.11","-53 dBm","15.474036","Probe Request","ALLVIEW","P9_Energy_mini","Telephone","","1","P9_Energy_mini","Smartphone - dual mode"
"9671","23:04:55.096207","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-75 dBm","0.082558","Probe Response","","","","Internet","1","",""
"9672","23:05:11.863584","00:15:fa:d8:bb:00","10:92:66:9c:89:11","802.11","-75 dBm","16.767377","Probe Response","","","","Internet","1","",""
"9673","23:05:12.135576","10:92:66:9c:89:11","ff:ff:ff:ff:ff:ff","802.11","-91 dBm","0.271992","Probe Request","","","","","1","",""
"9674","23:05:12.148907","10:92:66:9c:89:11","ff:ff:ff:ff:ff:ff","802.11","-91 dBm","0.013331","Probe Request","","","","","1","",""
"9675","23:05:15.818081","04:56:04:bd:cb:fe","ff:ff:ff:ff:ff:ff","802.11","-67 dBm","3.669174","Probe Request","ALLVIEW","P9_Energy_mini","Telephone","","1","P9_Energy_mini","Smartphone - dual mode"
"9676","23:05:15.821681","04:56:04:bd:cb:fe","ff:ff:ff:ff:ff:ff","802.11","-67 dBm","0.003600","Probe Request","ALLVIEW","P9_Energy_mini","Telephone","","1","P9_Energy_mini","Smartphone - dual mode"
"9677","23:05:17.990434","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-77 dBm","2.168753","Probe Response","","","","Internet","1","",""
"9678","23:05:20.694177","00:15:fa:d8:bb:00","88:e8:7f:31:4d:9d","802.11","-77 dBm","2.703743","Probe Response","","","","Internet","1","",""
"9679","23:05:30.038663","00:15:fa:d8:bb:00","20:72:0d:39:01:94","802.11","-77 dBm","9.344486","Probe Response","","","","Internet","1","",""
"9680","23:05:30.173609","00:15:fa:d8:bb:00","20:72:0d:39:01:94","802.11","-91 dBm","0.134946","Probe Response","","","","Internet","1","",""
"9681","23:05:30.237215","20:72:0d:39:01:94","ff:ff:ff:ff:ff:ff","802.11","-81 dBm","0.063606","Probe Request","Vonino","Navo_QS","Telephone","","1","Navo_QS","Smartphone - dual mode"
"9682","23:05:30.238983","20:72:0d:39:01:94","ff:ff:ff:ff:ff:ff","802.11","-79 dBm","0.001768","Probe Request","Vonino","Navo_QS","Telephone","","1","Navo_QS","Smartphone - dual mode"
"9683","23:05:30.303119","20:72:0d:39:01:94","ff:ff:ff:ff:ff:ff","802.11","-85 dBm","0.064136","Probe Request","Vonino","Navo_QS","Telephone","","1","Navo_QS","Smartphone - dual mode"
"9684","23:05:30.306532","20:72:0d:39:01:94","ff:ff:ff:ff:ff:ff","802.11","-85 dBm","0.003413","Probe Request","Vonino","Navo_QS","Telephone","","1","Navo_QS","Smartphone - dual mode"
"9685","23:05:30.601630","00:15:fa:d8:bb:00","da:a1:19:64:4b:fe","802.11","-77 dBm","0.295098","Probe Response","","","","Internet","1","",""
"9686","23:05:31.073749","00:15:fa:d8:bb:00","da:a1:19:3f:56:73","802.11","-77 dBm","0.472119","Probe Response","","","","Internet","1","",""
"9687","23:05:31.212091","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-77 dBm","0.138342","Probe Response","","","","Internet","1","",""
"9688","23:05:31.528648","00:15:fa:d8:bb:00","22:72:0d:39:01:94","802.11","-77 dBm","0.316557","Probe Response","","","","Internet","1","",""
"9689","23:05:31.649353","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-77 dBm","0.120705","Probe Response","","","","Internet","1","",""
"9690","23:05:35.613827","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-77 dBm","3.964474","Probe Response","","","","Internet","1","",""
"9691","23:05:35.695478","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-77 dBm","0.081651","Probe Response","","","","Internet","1","",""
"9692","23:05:35.872741","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-77 dBm","0.177263","Probe Response","","","","Internet","1","",""
"9693","23:05:38.460167","00:15:fa:d8:bb:00","20:72:0d:39:01:94","802.11","-77 dBm","2.587426","Probe Response","","","","Internet","1","",""
"9694","23:05:38.470663","00:15:fa:d8:bb:00","20:72:0d:39:01:94","802.11","-77 dBm","0.010496","Probe Response","","","","Internet","1","",""
"9695","23:05:38.527940","00:15:fa:d8:bb:00","20:72:0d:39:01:94","802.11","-75 dBm","0.057277","Probe Response","","","","Internet","1","",""
"9696","23:05:38.633851","20:72:0d:39:01:94","ff:ff:ff:ff:ff:ff","802.11","-79 dBm","0.105911","Probe Request","","","","","1","",""
"9697","23:05:38.640150","20:72:0d:39:01:94","ff:ff:ff:ff:ff:ff","802.11","-81 dBm","0.006299","Probe Request","","","","","1","",""
"9698","23:05:38.721974","00:15:fa:d8:bb:00","da:a1:19:83:2a:a6","802.11","-77 dBm","0.081824","Probe Response","","","","Internet","1","",""
"9699","23:05:38.754287","20:72:0d:39:01:94","ff:ff:ff:ff:ff:ff","802.11","-87 dBm","0.032313","Probe Request","","","","","1","",""
"9700","23:05:38.759858","20:72:0d:39:01:94","ff:ff:ff:ff:ff:ff","802.11","-87 dBm","0.005571","Probe Request","","","","","1","",""
"9701","23:05:38.764778","00:15:fa:d8:bb:00","20:72:0d:39:01:94","802.11","-77 dBm","0.004920","Probe Response","","","","Internet","1","",""
"9702","23:05:38.911112","da:a1:19:83:2a:a6","ff:ff:ff:ff:ff:ff","802.11","-77 dBm","0.146334","Probe Request","","","","","1","",""
"9703","23:05:39.783253","00:15:fa:d8:bb:00","da:a1:19:f6:a6:77","802.11","-77 dBm","0.872141","Probe Response","","","","Internet","1","",""
"9704","23:05:39.800183","da:a1:19:f6:a6:77","ff:ff:ff:ff:ff:ff","802.11","-87 dBm","0.016930","Probe Request","","","","","1","",""
"9705","23:05:39.803337","00:15:fa:d8:bb:00","da:a1:19:f6:a6:77","802.11","-77 dBm","0.003154","Probe Response","","","","Internet","1","",""
"9706","23:05:39.825287","00:15:fa:d8:bb:00","da:a1:19:f6:a6:77","802.11","-77 dBm","0.021950","Probe Response","","","","Internet","1","",""
"9707","23:05:41.866332","00:15:fa:d8:bb:00","88:e8:7f:31:4d:9d","802.11","-77 dBm","2.041045","Probe Response","","","","Internet","1","",""
"9708","23:05:41.889539","00:15:fa:d8:bb:00","88:e8:7f:31:4d:9d","802.11","-77 dBm","0.023207","Probe Response","","","","Internet","1","",""
"9709","23:05:43.899284","00:15:fa:d8:bb:00","10:92:66:9c:89:11","802.11","-77 dBm","2.009745","Probe Response","","","","Internet","1","",""
"9710","23:05:44.210990","10:92:66:9c:89:11","ff:ff:ff:ff:ff:ff","802.11","-95 dBm","0.311706","Probe Request","","","","","1","",""
"9711","23:05:44.236225","10:92:66:9c:89:11","ff:ff:ff:ff:ff:ff","802.11","-93 dBm","0.025235","Probe Request","","","","","1","",""
"9712","23:05:51.070317","00:15:fa:d8:bb:00","88:e8:7f:31:4d:9d","802.11","-77 dBm","6.834092","Probe Response","","","","Internet","1","",""
"9713","23:05:51.332929","00:15:fa:d8:bb:00","88:e8:7f:31:4d:9d","802.11","-77 dBm","0.262612","Probe Response","","","","Internet","1","",""
"9714","23:05:51.343722","00:15:fa:d8:bb:00","88:e8:7f:31:4d:9d","802.11","-77 dBm","0.010793","Probe Response","","","","Internet","1","",""
"9715","23:05:51.372483","00:15:fa:d8:bb:00","88:e8:7f:31:4d:9d","802.11","-77 dBm","0.028761","Probe Response","","","","Internet","1","",""
"9716","23:05:51.541532","00:15:fa:d8:bb:00","88:e8:7f:31:4d:9d","802.11","-77 dBm","0.169049","Probe Response","","","","Internet","1","",""
"9717","23:05:54.542580","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-77 dBm","3.001048","Probe Response","","","","Internet","1","",""
"9718","23:05:54.782910","00:15:fa:d8:bb:00","a4:50:46:43:3c:a7","802.11","-77 dBm","0.240330","Probe Response","","","","Internet","1","",""
"9719","23:05:54.864157","08:21:ef:7f:08:f9","ff:ff:ff:ff:ff:ff","802.11","-73 dBm","0.081247","Probe Request","","","","","1","",""
"9720","23:05:54.903463","08:21:ef:7f:08:f9","ff:ff:ff:ff:ff:ff","802.11","-73 dBm","0.039306","Probe Request","","","","","1","",""
"9721","23:05:55.011364","08:21:ef:7f:08:f9","ff:ff:ff:ff:ff:ff","802.11","-69 dBm","0.107901","Probe Request","","","","","1","",""
"9722","23:05:55.122395","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-77 dBm","0.111031","Probe Response","","","","Internet","1","",""
"9723","23:05:55.230660","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-77 dBm","0.108265","Probe Response","","","","Internet","1","",""
"9724","23:05:55.244572","a4:50:46:43:3c:a7","ff:ff:ff:ff:ff:ff","802.11","-77 dBm","0.013912","Probe Request","","","","","1","",""
"9725","23:05:55.264639","a4:50:46:43:3c:a7","ff:ff:ff:ff:ff:ff","802.11","-77 dBm","0.020067","Probe Request","","","","","1","",""
"9726","23:05:55.581735","00:15:fa:d8:bb:00","a4:50:46:43:3c:a7","802.11","-75 dBm","0.317096","Probe Response","","","","Internet","1","",""
"9727","23:05:55.718809","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-77 dBm","0.137074","Probe Response","","","","Internet","1","",""
"9728","23:05:55.877794","04:56:04:bd:cb:fe","ff:ff:ff:ff:ff:ff","802.11","-83 dBm","0.158985","Probe Request","ALLVIEW","P9_Energy_mini","Telephone","","1","P9_Energy_mini","Smartphone - dual mode"
"9729","23:05:55.883661","04:56:04:bd:cb:fe","ff:ff:ff:ff:ff:ff","802.11","-83 dBm","0.005867","Probe Request","ALLVIEW","P9_Energy_mini","Telephone","","1","P9_Energy_mini","Smartphone - dual mode"
"9730","23:05:56.032704","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-77 dBm","0.149043","Probe Response","","","","Internet","1","",""
"9731","23:05:57.000066","00:15:fa:d8:bb:00","20:72:0d:39:01:94","802.11","-75 dBm","0.967362","Probe Response","","","","Internet","1","",""
"9732","23:05:57.103483","20:72:0d:39:01:94","ff:ff:ff:ff:ff:ff","802.11","-83 dBm","0.103417","Probe Request","","","","","1","",""
"9733","23:05:57.150128","20:72:0d:39:01:94","ff:ff:ff:ff:ff:ff","802.11","-81 dBm","0.046645","Probe Request","","","","","1","",""
"9734","23:05:57.197470","20:72:0d:39:01:94","ff:ff:ff:ff:ff:ff","802.11","-85 dBm","0.047342","Probe Request","","","","","1","",""
"9735","23:06:03.344191","00:15:fa:d8:bb:00","a4:db:30:a1:9f:c5","802.11","-77 dBm","6.146721","Probe Response","","","","Internet","1","",""
"9736","23:06:03.364411","00:15:fa:d8:bb:00","a4:db:30:a1:9f:c5","802.11","-79 dBm","0.020220","Probe Response","","","","Internet","1","",""
"9737","23:06:10.888076","00:24:d7:7e:24:24","ff:ff:ff:ff:ff:ff","802.11","-93 dBm","7.523665","Probe Request","","","","","1","",""
"9738","23:06:14.831814","00:15:fa:d8:bb:00","a4:50:46:43:3c:a7","802.11","-77 dBm","3.943738","Probe Response","","","","Internet","1","",""
"9739","23:06:15.109665","a4:50:46:43:3c:a7","ff:ff:ff:ff:ff:ff","802.11","-83 dBm","0.277851","Probe Request","","","","","1","",""
"9740","23:06:15.128821","a4:50:46:43:3c:a7","ff:ff:ff:ff:ff:ff","802.11","-85 dBm","0.019156","Probe Request","","","","","1","",""
"9741","23:06:15.133532","00:15:fa:d8:bb:00","a4:50:46:43:3c:a7","802.11","-77 dBm","0.004711","Probe Response","","","","Internet","1","",""
"9742","23:06:15.237939","00:15:fa:d8:bb:00","a4:50:46:43:3c:a7","802.11","-77 dBm","0.104407","Probe Response","","","","Internet","1","",""
"9743","23:06:15.498480","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-77 dBm","0.260541","Probe Response","","","","Internet","1","",""
"9744","23:06:15.669429","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-77 dBm","0.170949","Probe Response","","","","Internet","1","",""
"9745","23:06:15.937754","04:56:04:bd:cb:fe","ff:ff:ff:ff:ff:ff","802.11","-73 dBm","0.268325","Probe Request","ALLVIEW","P9_Energy_mini","Telephone","","1","P9_Energy_mini","Smartphone - dual mode"
"9746","23:06:15.950756","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-75 dBm","0.013002","Probe Response","","","","Internet","1","",""
"9747","23:06:17.768110","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-77 dBm","1.817354","Probe Response","","","","Internet","1","",""
"9748","23:06:17.916192","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-77 dBm","0.148082","Probe Response","","","","Internet","1","",""
"9749","23:06:18.022977","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-77 dBm","0.106785","Probe Response","","","","Internet","1","",""
"9750","23:06:18.128090","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-77 dBm","0.105113","Probe Response","","","","Internet","1","",""
"9751","23:06:18.197919","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-77 dBm","0.069829","Probe Response","","","","Internet","1","",""
"9752","23:06:18.233544","08:21:ef:7f:08:f9","ff:ff:ff:ff:ff:ff","802.11","-69 dBm","0.035625","Probe Request","","","","","1","",""
"9753","23:06:18.235080","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-77 dBm","0.001536","Probe Response","","","","Internet","1","",""
"9754","23:06:18.310458","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-77 dBm","0.075378","Probe Response","","","","Internet","1","",""
"9755","23:06:18.344719","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-77 dBm","0.034261","Probe Response","","","","Internet","1","",""
"9756","23:06:30.351859","00:15:fa:d8:bb:00","88:e8:7f:31:4d:9d","802.11","-77 dBm","12.007140","Probe Response","","","","Internet","1","",""
"9757","23:06:30.721932","00:15:fa:d8:bb:00","88:e8:7f:31:4d:9d","802.11","-77 dBm","0.370073","Probe Response","","","","Internet","1","",""
"9758","23:06:30.731247","88:e8:7f:31:4d:9d","ff:ff:ff:ff:ff:ff","802.11","-97 dBm","0.009315","Probe Request","","","","Internet","1","",""
"9759","23:06:30.910198","00:15:fa:d8:bb:00","88:e8:7f:31:4d:9d","802.11","-77 dBm","0.178951","Probe Response","","","","Internet","1","",""
"9760","23:06:30.931553","00:15:fa:d8:bb:00","88:e8:7f:31:4d:9d","802.11","-79 dBm","0.021355","Probe Response","","","","Internet","1","",""
"9761","23:06:35.314904","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-77 dBm","4.383351","Probe Response","","","","Internet","1","",""
"9762","23:06:35.393260","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-75 dBm","0.078356","Probe Response","","","","Internet","1","",""
"9763","23:06:35.478869","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-73 dBm","0.085609","Probe Response","","","","Internet","1","",""
"9764","23:06:35.672280","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-77 dBm","0.193411","Probe Response","","","","Internet","1","",""
"9765","23:06:35.748044","04:56:04:bd:cb:fe","ff:ff:ff:ff:ff:ff","802.11","-73 dBm","0.075764","Probe Request","ALLVIEW","P9_Energy_mini","Telephone","","1","P9_Energy_mini","Smartphone - dual mode"
"9766","23:06:35.750033","04:56:04:bd:cb:fe","ff:ff:ff:ff:ff:ff","802.11","-73 dBm","0.001989","Probe Request","ALLVIEW","P9_Energy_mini","Telephone","","1","P9_Energy_mini","Smartphone - dual mode"
"9767","23:06:35.836012","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-79 dBm","0.085979","Probe Response","","","","Internet","1","",""
"9768","23:06:35.841341","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-77 dBm","0.005329","Probe Response","","","","Internet","1","",""
"9769","23:06:40.747666","00:15:fa:d8:bb:00","24:18:1d:3c:b4:0c","802.11","-77 dBm","4.906325","Probe Response","","","","Internet","1","",""
"9770","23:06:41.473367","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-75 dBm","0.725701","Probe Response","","","","Internet","1","",""
"9771","23:06:41.505930","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-77 dBm","0.032563","Probe Response","","","","Internet","1","",""
"9772","23:06:41.571212","08:21:ef:7f:08:f9","ff:ff:ff:ff:ff:ff","802.11","-73 dBm","0.065282","Probe Request","","","","","1","",""
"9773","23:06:41.613110","08:21:ef:7f:08:f9","ff:ff:ff:ff:ff:ff","802.11","-73 dBm","0.041898","Probe Request","","","","","1","",""
"9774","23:06:41.683631","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-77 dBm","0.070521","Probe Response","","","","Internet","1","",""
"9775","23:06:42.027160","00:15:fa:d8:bb:00","48:88:ca:de:70:09","802.11","-79 dBm","0.343529","Probe Response","","","","Internet","1","",""
"9776","23:06:43.521840","00:15:fa:d8:bb:00","88:b4:a6:77:46:f5","802.11","-77 dBm","1.494680","Probe Response","","","","Internet","1","",""
"9777","23:06:46.797621","00:15:fa:d8:bb:00","24:18:1d:3c:b4:0c","802.11","-75 dBm","3.275781","Probe Response","","","","Internet","1","",""
"9778","23:06:47.820828","00:15:fa:d8:bb:00","24:18:1d:3c:b4:0c","802.11","-77 dBm","1.023207","Probe Response","","","","Internet","1","",""
"9779","23:06:47.842287","00:15:fa:d8:bb:00","24:18:1d:3c:b4:0c","802.11","-75 dBm","0.021459","Probe Response","","","","Internet","1","",""
"9780","23:06:55.799223","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-75 dBm","7.956936","Probe Response","","","","Internet","1","",""
"9781","23:06:55.967033","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-77 dBm","0.167810","Probe Response","","","","Internet","1","",""
"9782","23:06:55.968841","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-77 dBm","0.001808","Probe Response","","","","Internet","1","",""
"9783","23:06:56.046183","04:56:04:bd:cb:fe","ff:ff:ff:ff:ff:ff","802.11","-85 dBm","0.077342","Probe Request","ALLVIEW","P9_Energy_mini","Telephone","","1","P9_Energy_mini","Smartphone - dual mode"
"9784","23:07:04.526031","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-77 dBm","8.479848","Probe Response","","","","Internet","1","",""
"9785","23:07:05.014725","08:21:ef:7f:08:f9","ff:ff:ff:ff:ff:ff","802.11","-73 dBm","0.488694","Probe Request","","","","","1","",""
"9786","23:07:13.046020","00:15:fa:d8:bb:00","48:88:ca:de:70:09","802.11","-77 dBm","8.031295","Probe Response","","","","Internet","1","",""
"9787","23:07:13.047802","00:15:fa:d8:bb:00","48:88:ca:de:70:09","802.11","-77 dBm","0.001782","Probe Response","","","","Internet","1","",""
"9788","23:07:13.141559","48:88:ca:de:70:09","ff:ff:ff:ff:ff:ff","802.11","-87 dBm","0.093757","Probe Request","","","","Internet","1","",""
"9789","23:07:13.147507","48:88:ca:de:70:09","ff:ff:ff:ff:ff:ff","802.11","-91 dBm","0.005948","Probe Request","","","","","1","",""
"9790","23:07:13.150924","00:15:fa:d8:bb:00","48:88:ca:de:70:09","802.11","-75 dBm","0.003417","Probe Response","","","","Internet","1","",""
"9791","23:07:13.313582","00:15:fa:d8:bb:00","48:88:ca:de:70:09","802.11","-75 dBm","0.162658","Probe Response","","","","Internet","1","",""
"9792","23:07:14.932704","34:14:5f:19:bc:df","ff:ff:ff:ff:ff:ff","802.11","-97 dBm","1.619122","Probe Request","","","","","1","",""
"9793","23:07:14.973088","34:14:5f:19:bc:df","ff:ff:ff:ff:ff:ff","802.11","-91 dBm","0.040384","Probe Request","","","","","1","",""
"9794","23:07:15.976412","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-75 dBm","1.003324","Probe Response","","","","Internet","1","",""
"9795","23:07:16.045708","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-77 dBm","0.069296","Probe Response","","","","Internet","1","",""
"9796","23:07:16.120189","04:56:04:bd:cb:fe","ff:ff:ff:ff:ff:ff","802.11","-89 dBm","0.074481","Probe Request","ALLVIEW","P9_Energy_mini","Telephone","","1","P9_Energy_mini","Smartphone - dual mode"
"9797","23:07:20.620227","00:24:d7:7e:24:24","ff:ff:ff:ff:ff:ff","802.11","-93 dBm","4.500038","Probe Request","","","","","1","",""
"9798","23:07:20.621101","00:24:d7:7e:24:24","ff:ff:ff:ff:ff:ff","802.11","-91 dBm","0.000874","Probe Request","","","","dd-wrt","1","",""
"9799","23:07:20.621958","00:24:d7:7e:24:24","ff:ff:ff:ff:ff:ff","802.11","-95 dBm","0.000857","Probe Request","","","","","1","",""
"9800","23:07:21.623195","00:15:fa:d8:bb:00","48:88:ca:de:70:09","802.11","-75 dBm","1.001237","Probe Response","","","","Internet","1","",""
"9801","23:07:21.794276","00:15:fa:d8:bb:00","48:88:ca:de:70:09","802.11","-77 dBm","0.171081","Probe Response","","","","Internet","1","",""
"9802","23:07:21.897013","48:88:ca:de:70:09","ff:ff:ff:ff:ff:ff","802.11","-91 dBm","0.102737","Probe Request","LENOVO","Lenovo K10a40","Telephone","","1","K10a40","Smartphone - dual mode"
"9803","23:07:26.678078","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-75 dBm","4.781065","Probe Response","","","","Internet","1","",""
"9804","23:07:26.774641","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-75 dBm","0.096563","Probe Response","","","","Internet","1","",""
"9805","23:07:27.126213","08:21:ef:7f:08:f9","ff:ff:ff:ff:ff:ff","802.11","-73 dBm","0.351572","Probe Request","","","","","1","",""
"9806","23:07:27.132717","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-75 dBm","0.006504","Probe Response","","","","Internet","1","",""
"9807","23:07:27.155797","08:21:ef:7f:08:f9","ff:ff:ff:ff:ff:ff","802.11","-75 dBm","0.023080","Probe Request","","","","","1","",""
"9808","23:07:27.163532","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-75 dBm","0.007735","Probe Response","","","","Internet","1","",""
"9809","23:07:27.428828","00:15:fa:d8:bb:00","08:21:ef:7f:08:f9","802.11","-77 dBm","0.265296","Probe Response","","","","Internet","1","",""
"9810","23:07:36.841065","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-75 dBm","9.412237","Probe Response","","","","Internet","1","",""
"9811","23:07:36.904013","04:56:04:bd:cb:fe","ff:ff:ff:ff:ff:ff","802.11","-95 dBm","0.062948","Probe Request","ALLVIEW","P9_Energy_mini","Telephone","","1","P9_Energy_mini","Smartphone - dual mode"
"9812","23:07:36.905625","00:15:fa:d8:bb:00","04:56:04:bd:cb:fe","802.11","-77 dBm","0.001612","Probe Response","","","","Internet","1","",""
"9813","23:07:36.944163","a4:db:30:a1:9f:c5","ff:ff:ff:ff:ff:ff","802.11","-95 dBm","0.038538","Probe Request","","","","","1","",""
"9814","23:07:36.963794","a4:db:30:a1:9f:c5","ff:ff:ff:ff:ff:ff","802.11","-93 dBm","0.019631","Probe Request","","","","","1","",""
"9815","23:07:46.246891","00:15:fa:d8:bb:00","34:14:5f:19:bc:df","802.11","-77 dBm","9.283097","Probe Response","","","","Internet","1","",""
"9816","23:07:46.387230","34:14:5f:19:bc:df","ff:ff:ff:ff:ff:ff","802.11","-91 dBm","0.140339","Probe Request","","","","","1","",""
"9817","23:07:46.427554","34:14:5f:19:bc:df","ff:ff:ff:ff:ff:ff","802.11","-95 dBm","0.040324","Probe Request","","","","","1","",""
"9818","23:08:16.925696","00:15:fa:d8:bb:00","a4:50:46:43:3c:a7","802.11","-75 dBm","30.498142","Probe Response","","","","Internet","1","",""
"9819","23:08:17.075601","a4:50:46:43:3c:a7","ff:ff:ff:ff:ff:ff","802.11","-89 dBm","0.149905","Probe Request","","","","","1","",""
"9820","23:08:17.095658","a4:50:46:43:3c:a7","ff:ff:ff:ff:ff:ff","802.11","-95 dBm","0.020057","Probe Request","","","","","1","",""
"9821","23:08:21.563354","00:15:fa:d8:bb:00","48:88:ca:de:70:09","802.11","-75 dBm","4.467696","Probe Response","","","","Internet","1","",""
"9822","23:08:21.780250","00:15:fa:d8:bb:00","48:88:ca:de:70:09","802.11","-75 dBm","0.216896","Probe Response","","","","Internet","1","",""
"9823","23:08:21.784972","00:15:fa:d8:bb:00","48:88:ca:de:70:09","802.11","-75 dBm","0.004722","Probe Response","","","","Internet","1","",""
"9824","23:08:21.990120","48:88:ca:de:70:09","ff:ff:ff:ff:ff:ff","802.11","-89 dBm","0.205148","Probe Request","LENOVO","Lenovo K10a40","Telephone","","1","K10a40","Smartphone - dual mode"
"9825","23:08:23.116908","00:15:fa:d8:bb:00","98:e7:f5:59:d4:d6","802.11","-75 dBm","1.126788","Probe Response","","","","Internet","1","",""
"9826","23:08:36.855665","00:15:fa:d8:bb:00","a4:50:46:43:3c:a7","802.11","-77 dBm","13.738757","Probe Response","","","","Internet","1","",""
"9827","23:08:42.205148","00:15:fa:d8:bb:00","b8:27:eb:10:4c:b1","802.11","-77 dBm","5.349483","Probe Response","","","","Internet","1","",""
"9828","23:08:45.161489","88:b4:a6:c5:05:71","ff:ff:ff:ff:ff:ff","802.11","-85 dBm","2.956341","Probe Request","","","","","1","",""
"9829","23:08:45.169079","88:b4:a6:c5:05:71","ff:ff:ff:ff:ff:ff","802.11","-85 dBm","0.007590","Probe Request","","","","","1","",""
"9830","23:08:45.386650","00:15:fa:d8:bb:00","88:b4:a6:c5:05:71","802.11","-75 dBm","0.217571","Probe Response","","","","Internet","1","",""
"9831","23:08:45.910929","00:15:fa:d8:bb:00","88:b4:a6:c5:05:71","802.11","-77 dBm","0.524279","Probe Response","","","","Internet","1","",""
"9832","23:08:46.121667","e0:aa:96:3e:60:e4","ff:ff:ff:ff:ff:ff","802.11","-93 dBm","0.210738","Probe Request","","","","Internet","1","",""
"9833","23:08:46.140432","e0:aa:96:3e:60:e4","ff:ff:ff:ff:ff:ff","802.11","-91 dBm","0.018765","Probe Request","","","","Internet","1","",""
"9834","23:08:46.304377","00:15:fa:d8:bb:00","88:b4:a6:c5:05:71","802.11","-77 dBm","0.163945","Probe Response","","","","Internet","1","",""
"9835","23:08:47.025011","00:15:fa:d8:bb:00","88:b4:a6:c5:05:71","802.11","-75 dBm","0.720634","Probe Response","","","","Internet","1","",""
"9836","23:08:55.187060","48:88:ca:de:70:09","ff:ff:ff:ff:ff:ff","802.11","-93 dBm","8.162049","Probe Request","","","","Internet","1","",""
